hotel,is_canceled,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,agent,reservation_status,reservation_status_date,arrival_date,date_load,date_load_numeric
City Hotel,1,179,2,5,0,2,BB,ESP,0,0,0,B,B,9,Canceled,2016-09-01,2016-09-02,2024-08-26,1724692037
City Hotel,1,87,2,7,1,0,BB,PRT,0,0,0,A,A,8,No-Show,2016-09-02,2016-09-02,2024-08-26,1724692037
City Hotel,1,223,4,12,2,0,SC,BEL,0,0,0,A,A,9,Canceled,2016-04-25,2016-09-02,2024-08-26,1724692037
City Hotel,1,178,2,5,2,0,BB,ESP,0,0,0,B,B,9,Canceled,2016-09-01,2016-09-02,2024-08-26,1724692037
City Hotel,1,229,0,1,2,0,SC,DEU,0,0,0,A,A,9,Canceled,2016-01-18,2016-09-03,2024-08-26,1724692037
City Hotel,1,63,0,1,2,0,SC,ISR,0,0,0,A,A,9,Canceled,2016-07-02,2016-09-03,2024-08-26,1724692037
City Hotel,1,10,0,1,2,0,SC,PRT,0,0,0,A,A,9,Canceled,2016-08-30,2016-09-03,2024-08-26,1724692037
City Hotel,0,244,0,1,2,0,SC,DEU,0,0,0,A,B,9,Check-Out,2016-09-04,2016-09-03,2024-08-26,1724692037
City Hotel,0,251,0,1,2,0,BB,DEU,0,0,0,A,A,9,Check-Out,2016-09-04,2016-09-03,2024-08-26,1724692037
City Hotel,1,193,0,1,2,0,BB,USA,0,0,0,A,A,9,Canceled,2016-05-28,2016-09-03,2024-08-26,1724692037
City Hotel,1,40,1,1,2,0,HB,PRT,0,0,0,A,A,1,Canceled,2016-08-24,2016-09-03,2024-08-26,1724692037
City Hotel,1,60,1,1,2,0,BB,SWE,0,0,0,D,D,9,Canceled,2016-08-31,2016-09-03,2024-08-26,1724692037
City Hotel,1,220,1,1,2,1,BB,DEU,0,0,0,A,A,9,Canceled,2016-07-31,2016-09-03,2024-08-26,1724692037
City Hotel,1,195,1,1,1,0,SC,AUT,0,0,0,A,A,9,Canceled,2016-04-09,2016-09-03,2024-08-26,1724692037
City Hotel,1,133,2,1,2,0,SC,ITA,0,0,0,A,A,9,Canceled,2016-05-29,2016-09-03,2024-08-26,1724692037
City Hotel,1,147,2,1,3,0,BB,ITA,0,0,0,D,D,9,Canceled,2016-04-11,2016-09-03,2024-08-26,1724692037
City Hotel,1,46,2,1,2,2,BB,ESP,0,0,0,F,F,9,Canceled,2016-07-28,2016-09-03,2024-08-26,1724692037
City Hotel,1,44,2,1,2,2,HB,ESP,0,0,0,F,F,9,Canceled,2016-07-22,2016-09-03,2024-08-26,1724692037
City Hotel,0,250,2,1,2,0,BB,CHE,0,0,0,A,A,9,Check-Out,2016-09-06,2016-09-03,2024-08-26,1724692037
City Hotel,1,420,2,2,2,0,BB,PRT,0,0,0,A,A,3,Canceled,2015-10-12,2016-09-03,2024-08-26,1724692037
City Hotel,1,10,2,2,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-08-24,2016-09-03,2024-08-26,1724692037
City Hotel,1,240,2,2,2,0,BB,NLD,0,0,0,A,A,9,Canceled,2016-08-24,2016-09-03,2024-08-26,1724692037
City Hotel,1,62,2,2,2,0,BB,AUT,0,0,0,A,A,9,Canceled,2016-07-16,2016-09-03,2024-08-26,1724692037
City Hotel,1,51,2,2,2,0,BB,CN,0,0,0,D,D,9,Canceled,2016-07-15,2016-09-03,2024-08-26,1724692037
City Hotel,1,78,2,3,2,0,BB,FRA,0,0,0,A,A,9,Canceled,2016-06-27,2016-09-03,2024-08-26,1724692037
City Hotel,1,6,2,3,1,0,BB,ITA,0,0,0,A,A,9,Canceled,2016-08-31,2016-09-03,2024-08-26,1724692037
City Hotel,1,70,2,4,2,0,HB,FRA,0,0,0,A,A,9,Canceled,2016-06-26,2016-09-03,2024-08-26,1724692037
City Hotel,1,224,2,4,2,0,BB,BRA,0,0,0,A,A,9,Canceled,2016-02-07,2016-09-03,2024-08-26,1724692037
City Hotel,1,167,2,5,2,0,BB,FRA,0,0,0,A,A,9,Canceled,2016-03-22,2016-09-03,2024-08-26,1724692037
City Hotel,0,251,2,5,2,0,BB,SWE,0,0,0,D,D,9,Check-Out,2016-09-10,2016-09-03,2024-08-26,1724692037
City Hotel,1,196,2,6,2,0,BB,NLD,0,0,0,D,D,9,Canceled,2016-02-21,2016-09-03,2024-08-26,1724692037
City Hotel,1,195,2,6,2,0,BB,CHE,0,0,0,A,A,8,Canceled,2016-03-18,2016-09-03,2024-08-26,1724692037
City Hotel,1,50,4,10,1,2,BB,AGO,0,0,0,F,F,9,No-Show,2016-09-03,2016-09-03,2024-08-26,1724692037
City Hotel,1,167,4,10,2,0,BB,NOR,0,0,0,A,A,9,Canceled,2016-03-30,2016-09-03,2024-08-26,1724692037
City Hotel,1,52,1,0,2,0,BB,CHN,0,0,0,A,A,9,Canceled,2016-08-13,2016-09-04,2024-08-26,1724692037
City Hotel,1,62,1,0,2,0,BB,DEU,0,0,0,A,A,9,Canceled,2016-07-04,2016-09-04,2024-08-26,1724692037
City Hotel,1,64,1,0,2,1,BB,GBR,0,0,0,A,D,9,Canceled,2016-07-31,2016-09-04,2024-08-26,1724692037
City Hotel,1,18,1,0,2,0,SC,BEL,0,0,0,A,A,9,Canceled,2016-08-18,2016-09-04,2024-08-26,1724692037
City Hotel,1,62,1,0,2,0,SC,DEU,0,0,0,A,A,9,Canceled,2016-07-04,2016-09-04,2024-08-26,1724692037
City Hotel,1,0,2,0,3,0,BB,DEU,0,0,0,D,F,1,No-Show,2016-09-04,2016-09-04,2024-08-26,1724692037
City Hotel,1,0,2,0,3,0,BB,DEU,0,0,0,D,D,1,No-Show,2016-09-04,2016-09-04,2024-08-26,1724692037
City Hotel,1,30,2,0,2,0,BB,CHN,0,0,0,D,D,9,Canceled,2016-08-24,2016-09-04,2024-08-26,1724692037
City Hotel,1,76,2,0,3,0,BB,PRT,0,0,0,F,G,8,Canceled,2016-08-22,2016-09-04,2024-08-26,1724692037
City Hotel,1,29,2,0,2,0,BB,USA,0,0,0,D,D,9,Canceled,2016-09-01,2016-09-04,2024-08-26,1724692037
City Hotel,1,12,2,0,2,0,BB,USA,0,0,0,D,D,9,Canceled,2016-08-23,2016-09-04,2024-08-26,1724692037
City Hotel,1,153,2,0,2,0,SC,ITA,0,0,0,A,A,9,Canceled,2016-08-29,2016-09-04,2024-08-26,1724692037
City Hotel,1,36,2,1,2,0,BB,IRL,0,0,0,D,D,9,Canceled,2016-08-15,2016-09-04,2024-08-26,1724692037
City Hotel,1,57,2,2,2,0,BB,SWE,0,0,0,D,D,9,Canceled,2016-09-03,2016-09-04,2024-08-26,1724692037
City Hotel,1,62,2,2,2,0,BB,USA,0,0,0,B,B,9,Canceled,2016-07-04,2016-09-04,2024-08-26,1724692037
City Hotel,1,174,2,2,2,0,SC,BEL,0,0,0,A,A,9,Canceled,2016-03-28,2016-09-04,2024-08-26,1724692037
City Hotel,1,62,2,2,1,0,BB,GBR,0,0,0,A,A,9,Canceled,2016-08-25,2016-09-04,2024-08-26,1724692037
City Hotel,1,62,2,2,0,2,BB,USA,0,0,0,B,B,9,Canceled,2016-07-04,2016-09-04,2024-08-26,1724692037
City Hotel,1,164,2,2,2,0,SC,GBR,0,0,0,A,A,9,Canceled,2016-03-31,2016-09-04,2024-08-26,1724692037
City Hotel,1,69,2,3,2,0,BB,POL,0,0,0,A,A,9,Canceled,2016-06-29,2016-09-04,2024-08-26,1724692037
City Hotel,1,42,2,3,2,2,BB,GBR,0,0,0,F,F,9,Canceled,2016-07-30,2016-09-04,2024-08-26,1724692037
City Hotel,1,184,2,3,2,0,HB,FRA,0,0,0,A,A,9,Canceled,2016-08-26,2016-09-04,2024-08-26,1724692037
City Hotel,1,4,2,3,2,0,BB,BEL,0,0,0,A,A,9,Canceled,2016-08-31,2016-09-04,2024-08-26,1724692037
City Hotel,1,41,2,3,2,2,BB,DEU,0,0,0,B,B,9,Canceled,2016-08-01,2016-09-04,2024-08-26,1724692037
City Hotel,1,67,2,3,2,0,BB,POL,0,0,0,D,D,9,Canceled,2016-07-11,2016-09-04,2024-08-26,1724692037
City Hotel,1,58,2,4,2,0,BB,POL,0,0,0,D,D,9,Canceled,2016-07-13,2016-09-04,2024-08-26,1724692037
City Hotel,1,40,2,5,0,2,BB,DEU,0,0,0,B,B,9,Canceled,2016-08-02,2016-09-04,2024-08-26,1724692037
City Hotel,1,53,2,5,2,0,BB,GBR,0,0,0,D,D,9,Canceled,2016-07-13,2016-09-04,2024-08-26,1724692037
City Hotel,1,88,2,4,2,0,BB,PRT,0,0,0,D,D,8,Canceled,2016-07-09,2016-09-04,2024-08-26,1724692037
City Hotel,1,65,2,5,2,0,BB,ITA,0,0,0,A,A,1,Canceled,2016-09-02,2016-09-04,2024-08-26,1724692037
City Hotel,1,69,2,5,2,0,BB,ISR,0,0,0,D,D,9,Canceled,2016-07-02,2016-09-04,2024-08-26,1724692037
City Hotel,1,64,2,5,2,0,BB,ISR,0,0,0,D,D,9,Canceled,2016-07-13,2016-09-04,2024-08-26,1724692037
City Hotel,1,34,3,5,2,0,BB,CN,0,0,0,G,G,1,Canceled,2016-08-05,2016-09-04,2024-08-26,1724692037
City Hotel,1,243,4,6,1,0,BB,USA,0,0,0,A,A,9,Canceled,2016-01-05,2016-09-04,2024-08-26,1724692037
City Hotel,1,196,4,6,2,0,SC,AUS,0,0,0,A,A,9,Canceled,2016-06-30,2016-09-04,2024-08-26,1724692037
City Hotel,1,23,1,0,2,0,BB,PRT,0,0,0,A,A,7,Canceled,2016-08-13,2016-09-05,2024-08-26,1724692037
City Hotel,1,36,1,0,2,1,BB,ESP,0,0,0,A,A,9,Canceled,2016-08-06,2016-09-05,2024-08-26,1724692037
City Hotel,1,94,1,0,3,0,BB,BRA,0,0,0,D,D,9,Canceled,2016-06-30,2016-09-05,2024-08-26,1724692037
City Hotel,1,4,1,1,2,0,SC,KOR,0,0,0,A,A,9,Canceled,2016-09-02,2016-09-05,2024-08-26,1724692037
City Hotel,1,11,1,1,2,0,BB,USA,0,0,0,D,D,9,Canceled,2016-08-26,2016-09-05,2024-08-26,1724692037
City Hotel,1,19,1,1,2,0,BB,COL,0,0,0,D,D,9,Canceled,2016-08-29,2016-09-05,2024-08-26,1724692037
City Hotel,1,65,1,2,2,0,SC,FRA,0,0,0,A,A,9,Canceled,2016-07-04,2016-09-05,2024-08-26,1724692037
City Hotel,1,49,1,2,1,0,BB,USA,0,0,0,D,D,9,Canceled,2016-08-25,2016-09-05,2024-08-26,1724692037
City Hotel,1,64,1,2,2,0,SC,HUN,0,0,0,A,A,9,Canceled,2016-07-07,2016-09-05,2024-08-26,1724692037
City Hotel,1,11,1,2,2,0,SC,ESP,0,0,0,A,A,9,Canceled,2016-08-28,2016-09-05,2024-08-26,1724692037
City Hotel,1,67,1,2,2,0,SC,BRA,0,0,0,A,A,9,Canceled,2016-07-01,2016-09-05,2024-08-26,1724692037
City Hotel,1,41,1,2,2,2,BB,FRA,0,0,0,F,F,9,Canceled,2016-08-28,2016-09-05,2024-08-26,1724692037
City Hotel,1,45,1,2,2,0,HB,FRA,0,0,0,A,A,9,Canceled,2016-08-13,2016-09-05,2024-08-26,1724692037
City Hotel,1,12,1,2,2,0,BB,PRT,0,0,0,D,D,7,Canceled,2016-08-25,2016-09-05,2024-08-26,1724692037
City Hotel,1,226,1,2,3,0,BB,BRA,0,0,0,F,F,1,Canceled,2016-01-26,2016-09-05,2024-08-26,1724692037
City Hotel,1,224,1,2,3,0,BB,BRA,0,0,0,E,E,1,Canceled,2016-03-02,2016-09-05,2024-08-26,1724692037
City Hotel,1,100,1,3,2,0,SC,PRT,0,0,0,A,A,7,Canceled,2016-08-23,2016-09-05,2024-08-26,1724692037
City Hotel,1,26,1,3,3,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-08-25,2016-09-05,2024-08-26,1724692037
City Hotel,1,123,1,3,2,0,SC,DEU,0,0,0,A,A,9,Canceled,2016-08-22,2016-09-05,2024-08-26,1724692037
City Hotel,1,107,1,3,2,0,SC,VEN,0,0,0,A,A,9,Canceled,2016-08-13,2016-09-05,2024-08-26,1724692037
City Hotel,1,232,1,3,2,0,BB,BEL,0,0,0,A,A,9,Canceled,2016-02-25,2016-09-05,2024-08-26,1724692037
City Hotel,1,26,1,3,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-08-25,2016-09-05,2024-08-26,1724692037
City Hotel,1,255,1,3,1,0,BB,FRA,0,0,0,A,A,9,Canceled,2016-08-02,2016-09-05,2024-08-26,1724692037
City Hotel,1,195,1,4,3,0,BB,GBR,0,0,0,D,D,9,Canceled,2016-08-29,2016-09-05,2024-08-26,1724692037
City Hotel,1,99,1,4,3,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-06-20,2016-09-05,2024-08-26,1724692037
City Hotel,1,37,1,4,2,0,BB,PRT,0,0,0,A,A,8,Canceled,2016-07-30,2016-09-05,2024-08-26,1724692037
City Hotel,1,81,1,4,2,0,BB,PRT,0,0,0,A,A,8,Canceled,2016-07-30,2016-09-05,2024-08-26,1724692037
City Hotel,1,60,1,5,2,0,BB,ITA,0,0,0,D,D,9,Canceled,2016-07-28,2016-09-05,2024-08-26,1724692037
City Hotel,1,60,1,3,2,0,BB,HRV,0,0,0,D,D,9,Canceled,2016-08-21,2016-09-05,2024-08-26,1724692037
City Hotel,1,277,2,5,2,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-08-06,2016-09-05,2024-08-26,1724692037
City Hotel,1,5,0,1,2,0,SC,CHN,0,0,0,A,A,9,Canceled,2016-09-01,2016-09-06,2024-08-26,1724692037
City Hotel,1,67,0,2,2,0,BB,ESP,0,0,0,A,A,9,Canceled,2016-08-11,2016-09-06,2024-08-26,1724692037
City Hotel,1,22,0,2,2,0,SC,ESP,0,0,0,A,A,9,Canceled,2016-08-18,2016-09-06,2024-08-26,1724692037
City Hotel,1,61,0,2,2,0,BB,ESP,0,0,0,D,D,9,Canceled,2016-07-18,2016-09-06,2024-08-26,1724692037
City Hotel,1,49,0,3,2,0,SC,CHN,0,0,0,A,A,9,Canceled,2016-08-04,2016-09-06,2024-08-26,1724692037
City Hotel,0,249,0,3,2,0,BB,PRT,0,0,0,A,A,1,Check-Out,2016-09-09,2016-09-06,2024-08-26,1724692037
City Hotel,1,49,0,3,2,0,BB,DEU,0,0,0,A,A,9,Canceled,2016-08-02,2016-09-06,2024-08-26,1724692037
City Hotel,1,71,0,3,2,0,BB,GBR,0,0,0,A,A,9,Canceled,2016-07-11,2016-09-06,2024-08-26,1724692037
City Hotel,1,57,0,3,2,0,BB,BEL,0,0,0,D,D,9,Canceled,2016-07-18,2016-09-06,2024-08-26,1724692037
City Hotel,1,230,0,5,2,0,HB,PRT,0,0,0,A,A,4,Canceled,2016-03-16,2016-09-06,2024-08-26,1724692037
City Hotel,1,64,1,5,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-07-13,2016-09-06,2024-08-26,1724692037
City Hotel,1,66,2,5,2,0,BB,ESP,0,0,0,D,D,9,Canceled,2016-07-11,2016-09-06,2024-08-26,1724692037
City Hotel,1,68,0,1,2,0,SC,ITA,0,0,0,A,A,9,Canceled,2016-07-03,2016-09-07,2024-08-26,1724692037
City Hotel,1,57,0,1,2,0,SC,USA,0,0,0,A,A,9,No-Show,2016-09-07,2016-09-07,2024-08-26,1724692037
City Hotel,1,66,0,1,1,0,BB,ITA,0,0,0,A,A,9,Canceled,2016-07-17,2016-09-07,2024-08-26,1724692037
City Hotel,1,174,0,1,2,0,BB,BEL,0,0,0,A,A,9,Canceled,2016-08-24,2016-09-07,2024-08-26,1724692037
City Hotel,1,30,0,1,2,0,BB,BRA,0,0,0,A,A,9,Canceled,2016-08-31,2016-09-07,2024-08-26,1724692037
City Hotel,1,13,0,1,2,0,SC,POL,0,0,0,A,A,9,Canceled,2016-08-29,2016-09-07,2024-08-26,1724692037
City Hotel,1,80,0,1,3,0,BB,DEU,0,0,0,D,D,9,Canceled,2016-08-02,2016-09-07,2024-08-26,1724692037
City Hotel,1,140,0,2,2,0,SC,IRL,0,0,0,A,A,9,Canceled,2016-05-10,2016-09-07,2024-08-26,1724692037
City Hotel,1,163,0,2,2,0,SC,FRA,0,0,0,A,A,9,Canceled,2016-03-30,2016-09-07,2024-08-26,1724692037
City Hotel,1,65,0,3,2,0,BB,BRA,0,0,0,D,D,9,Canceled,2016-07-09,2016-09-07,2024-08-26,1724692037
City Hotel,1,249,0,3,2,0,BB,EST,0,0,0,A,A,9,Canceled,2016-01-29,2016-09-07,2024-08-26,1724692037
City Hotel,1,81,0,3,3,0,BB,BRA,0,0,0,D,D,9,Canceled,2016-07-05,2016-09-07,2024-08-26,1724692037
City Hotel,1,31,0,4,3,0,BB,PRT,0,0,0,F,F,7,Canceled,2016-09-05,2016-09-07,2024-08-26,1724692037
City Hotel,1,57,0,4,3,0,BB,ITA,0,0,0,D,D,9,Canceled,2016-07-15,2016-09-07,2024-08-26,1724692037
City Hotel,1,90,0,4,2,0,BB,GBR,0,0,0,D,D,9,Canceled,2016-06-11,2016-09-07,2024-08-26,1724692037
City Hotel,1,113,1,4,2,0,BB,PRT,0,0,0,A,A,6,Canceled,2016-05-23,2016-09-07,2024-08-26,1724692037
City Hotel,1,113,1,4,1,0,BB,PRT,0,0,0,A,A,6,Canceled,2016-05-23,2016-09-07,2024-08-26,1724692037
City Hotel,1,258,0,1,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-05-04,2016-09-08,2024-08-26,1724692037
City Hotel,1,112,0,1,2,0,BB,FRA,0,0,0,A,A,9,Canceled,2016-07-13,2016-09-08,2024-08-26,1724692037
City Hotel,1,426,0,1,1,0,BB,PRT,0,0,0,A,A,1,Canceled,2015-10-21,2016-09-08,2024-08-26,1724692037
City Hotel,1,23,0,1,2,0,SC,PRT,0,0,0,A,A,9,Canceled,2016-08-16,2016-09-08,2024-08-26,1724692037
City Hotel,1,58,0,1,2,0,SC,NLD,0,0,0,A,A,9,Canceled,2016-07-18,2016-09-08,2024-08-26,1724692037
City Hotel,1,426,0,2,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2015-10-21,2016-09-08,2024-08-26,1724692037
City Hotel,1,9,0,2,2,1,BB,PRT,0,0,0,D,D,8,Canceled,2016-09-02,2016-09-08,2024-08-26,1724692037
City Hotel,1,37,0,2,1,0,BB,PRT,0,0,0,A,A,10,Canceled,2016-08-05,2016-09-08,2024-08-26,1724692037
City Hotel,1,25,0,2,2,0,SC,PRT,0,0,0,A,A,9,Canceled,2016-08-16,2016-09-08,2024-08-26,1724692037
City Hotel,1,81,0,3,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-06-22,2016-09-08,2024-08-26,1724692037
City Hotel,1,433,0,3,2,0,BB,PRT,0,0,0,A,A,3,Canceled,2015-10-20,2016-09-08,2024-08-26,1724692037
City Hotel,1,28,0,3,2,0,BB,MAR,0,0,0,E,E,1,Canceled,2016-09-08,2016-09-08,2024-08-26,1724692037
City Hotel,1,163,0,3,2,0,BB,PRT,0,0,0,A,A,4,Canceled,2016-06-20,2016-09-08,2024-08-26,1724692037
City Hotel,1,126,0,3,2,0,SC,IRL,0,0,0,A,A,9,Canceled,2016-05-17,2016-09-08,2024-08-26,1724692037
City Hotel,1,183,0,3,2,0,BB,PRT,0,0,0,A,A,4,Canceled,2016-08-30,2016-09-08,2024-08-26,1724692037
City Hotel,1,190,0,3,2,0,HB,FRA,0,0,0,A,A,9,Canceled,2016-07-11,2016-09-08,2024-08-26,1724692037
City Hotel,1,129,0,3,2,0,SC,IRL,0,0,0,A,A,9,Canceled,2016-05-02,2016-09-08,2024-08-26,1724692037
City Hotel,1,163,0,3,2,0,BB,PRT,0,0,0,A,A,4,Canceled,2016-08-30,2016-09-08,2024-08-26,1724692037
City Hotel,0,246,0,3,2,0,BB,GBR,0,0,0,B,B,7,Check-Out,2016-09-11,2016-09-08,2024-08-26,1724692037
City Hotel,1,63,0,3,2,0,BB,BRA,0,0,0,D,D,9,Canceled,2016-07-08,2016-09-08,2024-08-26,1724692037
City Hotel,1,161,0,3,1,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-06-01,2016-09-08,2024-08-26,1724692037
City Hotel,1,81,0,3,3,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-06-19,2016-09-08,2024-08-26,1724692037
City Hotel,1,103,0,3,2,0,BB,SWE,0,0,0,D,D,9,Canceled,2016-07-08,2016-09-08,2024-08-26,1724692037
City Hotel,1,176,0,3,2,0,BB,PRT,0,0,0,A,A,1,Canceled,2016-06-01,2016-09-08,2024-08-26,1724692037
City Hotel,1,50,1,3,2,0,BB,GBR,0,0,0,A,A,9,Canceled,2016-08-17,2016-09-08,2024-08-26,1724692037
City Hotel,1,5,1,3,2,0,SC,FRA,0,0,0,A,A,9,Canceled,2016-09-03,2016-09-08,2024-08-26,1724692037
City Hotel,1,66,1,3,2,0,BB,CHE,0,0,0,D,D,9,Canceled,2016-07-06,2016-09-08,2024-08-26,1724692037
City Hotel,1,33,2,3,2,0,BB,ITA,0,0,0,A,A,9,Canceled,2016-08-08,2016-09-08,2024-08-26,1724692037
City Hotel,1,250,2,3,2,0,BB,FRA,0,0,0,A,A,9,Canceled,2016-08-08,2016-09-08,2024-08-26,1724692037
City Hotel,1,56,2,5,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-07-31,2016-09-08,2024-08-26,1724692037
City Hotel,1,25,0,1,2,0,SC,USA,0,0,0,A,B,9,Canceled,2016-08-31,2016-09-09,2024-08-26,1724692037
City Hotel,1,12,0,1,2,0,BB,PRT,0,0,0,D,D,9,Canceled,2016-08-28,2016-09-09,2024-08-26,1724692037
City Hotel,1,65,0,1,2,0,BB,DEU,0,0,0,D,D,9,Canceled,2016-07-28,2016-09-09,2024-08-26,1724692037
City Hotel,1,25,0,1,1,0,SC,USA,0,0,0,A,B,9,Canceled,2016-08-31,2016-09-09,2024-08-26,1724692037
City Hotel,1,178,0,2,1,0,BB,PRT,0,0,0,A,A,2,Canceled,2016-03-23,2016-09-09,2024-08-26,1724692037
City Hotel,1,266,0,2,2,0,BB,PRT,0,0,0,A,A,3,Canceled,2016-01-19,2016-09-09,2024-08-26,1724692037
City Hotel,1,32,0,2,1,0,BB,GBR,0,0,0,A,A,9,Canceled,2016-08-08,2016-09-09,2024-08-26,1724692037
City Hotel,1,47,0,2,2,0,SC,NLD,0,0,0,A,A,9,Canceled,2016-08-03,2016-09-09,2024-08-26,1724692037
City Hotel,1,65,0,2,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-09-05,2016-09-09,2024-08-26,1724692037
City Hotel,1,53,0,2,2,0,BB,GBR,0,0,0,A,A,9,Canceled,2016-08-28,2016-09-09,2024-08-26,1724692037
City Hotel,1,131,0,2,2,0,BB,DEU,0,0,0,A,A,9,Canceled,2016-07-19,2016-09-09,2024-08-26,1724692037
City Hotel,1,84,0,2,3,0,BB,ESP,0,0,0,D,D,9,Canceled,2016-06-26,2016-09-09,2024-08-26,1724692037
City Hotel,1,29,0,2,2,0,SC,GBR,0,0,0,A,A,9,Canceled,2016-08-11,2016-09-09,2024-08-26,1724692037
City Hotel,1,66,0,2,3,0,BB,DEU,0,0,0,D,D,9,Canceled,2016-08-08,2016-09-09,2024-08-26,1724692037
City Hotel,1,198,1,2,2,0,BB,PRT,0,0,0,A,A,3,Canceled,2016-07-12,2016-09-09,2024-08-26,1724692037
City Hotel,1,198,1,2,2,0,BB,PRT,0,0,0,A,A,3,Canceled,2016-03-15,2016-09-09,2024-08-26,1724692037
City Hotel,1,243,1,2,2,0,SC,DEU,0,0,0,A,A,9,Canceled,2016-01-29,2016-09-09,2024-08-26,1724692037
City Hotel,1,17,1,2,0,2,BB,NLD,0,0,0,B,B,9,Canceled,2016-09-09,2016-09-09,2024-08-26,1724692037
City Hotel,1,131,1,2,2,0,BB,ARE,0,0,0,A,A,1,Canceled,2016-06-27,2016-09-09,2024-08-26,1724692037
City Hotel,1,68,1,2,2,1,HB,CHE,0,0,0,A,A,9,Canceled,2016-08-16,2016-09-09,2024-08-26,1724692037
City Hotel,1,23,2,2,2,0,BB,CHL,0,0,0,D,D,9,Canceled,2016-08-18,2016-09-09,2024-08-26,1724692037
City Hotel,1,6,2,2,2,0,BB,GBR,0,0,0,A,A,9,Canceled,2016-09-04,2016-09-09,2024-08-26,1724692037
City Hotel,1,92,2,2,2,0,BB,CZE,0,0,0,D,D,9,Canceled,2016-06-09,2016-09-09,2024-08-26,1724692037
City Hotel,1,24,2,2,2,0,BB,FRA,0,0,0,E,E,1,Canceled,2016-09-02,2016-09-09,2024-08-26,1724692037
City Hotel,1,38,2,2,2,0,BB,FRA,0,0,0,D,D,1,Canceled,2016-08-17,2016-09-09,2024-08-26,1724692037
City Hotel,1,132,2,3,3,0,BB,BEL,0,0,0,D,D,9,Canceled,2016-05-26,2016-09-09,2024-08-26,1724692037
City Hotel,1,97,2,5,2,0,BB,DEU,0,0,0,A,A,9,Canceled,2016-06-19,2016-09-09,2024-08-26,1724692037
City Hotel,1,82,0,1,2,0,SC,ITA,0,0,0,A,A,9,Canceled,2016-07-21,2016-09-10,2024-08-26,1724692037
City Hotel,1,78,1,1,2,0,SC,GBR,0,0,0,A,A,9,Canceled,2016-07-18,2016-09-10,2024-08-26,1724692037
City Hotel,1,56,2,1,2,0,BB,BEL,0,0,0,A,A,9,Canceled,2016-08-08,2016-09-10,2024-08-26,1724692037
City Hotel,1,173,2,1,2,1,BB,TUR,0,0,0,A,A,9,Canceled,2016-08-01,2016-09-10,2024-08-26,1724692037
City Hotel,1,36,2,1,1,0,BB,CHN,0,0,0,D,D,9,Canceled,2016-08-08,2016-09-10,2024-08-26,1724692037
City Hotel,1,203,2,1,2,0,BB,CRI,0,0,0,A,A,9,Canceled,2016-04-11,2016-09-10,2024-08-26,1724692037
City Hotel,1,37,2,1,2,0,BB,NLD,0,0,0,D,D,9,Canceled,2016-09-09,2016-09-10,2024-08-26,1724692037
City Hotel,1,38,2,2,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-08-03,2016-09-10,2024-08-26,1724692037
City Hotel,1,242,2,2,2,0,BB,NOR,0,0,0,D,D,9,Canceled,2016-02-05,2016-09-10,2024-08-26,1724692037
City Hotel,1,242,2,2,2,0,BB,NOR,0,0,0,A,A,9,Canceled,2016-02-05,2016-09-10,2024-08-26,1724692037
City Hotel,1,32,2,2,2,0,BB,RUS,0,0,0,D,D,9,Canceled,2016-08-10,2016-09-10,2024-08-26,1724692037
City Hotel,1,71,2,2,3,0,BB,COL,0,0,0,D,D,9,Canceled,2016-07-25,2016-09-10,2024-08-26,1724692037
City Hotel,1,60,2,2,2,0,BB,FRA,0,0,0,A,A,9,Canceled,2016-09-09,2016-09-10,2024-08-26,1724692037
City Hotel,1,93,2,5,2,0,BB,FRA,0,0,0,D,D,9,Canceled,2016-06-19,2016-09-10,2024-08-26,1724692037
City Hotel,1,186,4,6,2,0,SC,PRT,0,0,0,A,A,7,Canceled,2016-03-13,2016-09-10,2024-08-26,1724692037
City Hotel,1,3,1,0,2,0,SC,ESP,0,0,0,A,A,1,Canceled,2016-09-08,2016-09-11,2024-08-26,1724692037
City Hotel,1,13,1,0,2,0,SC,BRA,0,0,0,A,A,8,Canceled,2016-09-04,2016-09-11,2024-08-26,1724692037
City Hotel,1,175,1,0,2,0,BB,IRL,0,0,0,A,A,9,Canceled,2016-06-30,2016-09-11,2024-08-26,1724692037
City Hotel,1,20,1,0,2,0,SC,PRT,0,0,0,A,A,7,Canceled,2016-08-22,2016-09-11,2024-08-26,1724692037
